"Year","County.ANSI","County","Commodity","Data.Item","Value","County.FIPS"
2003,NA,"OTHER (COMBINED) COUNTIES","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",15000,NA
2003,NA,"OTHER (COMBINED) COUNTIES","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",197000,NA
2003,19,"PIMA","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",88000,"04019"
2003,19,"PIMA","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",660000,"04019"
2003,19,"PIMA","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",660000,"04019"
2003,21,"PINAL","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",1437500,"04021"
2003,21,"PINAL","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",180000,"04021"
2003,21,"PINAL","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",154000,"04021"
2003,21,"PINAL","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",3360000,"04021"
2003,21,"PINAL","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",3350000,"04021"
2003,27,"YUMA","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",163500,"04027"
2003,27,"YUMA","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",156000,"04027"
2003,27,"YUMA","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",4805500,"04027"
2003,27,"YUMA","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",4724500,"04027"
2002,NA,"OTHER (COMBINED) COUNTIES","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",49000,NA
2002,NA,"OTHER (COMBINED) COUNTIES","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",40000,NA
2002,NA,"OTHER (COMBINED) COUNTIES","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",18000,NA
2002,NA,"OTHER (COMBINED) COUNTIES","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",22000,NA
2002,3,"COCHISE","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",218000,"04003"
2002,3,"COCHISE","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",4055000,"04003"
2002,9,"GRAHAM","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",281500,"04009"
2002,12,"LAPAZ","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",181100,"04012"
2002,12,"LAPAZ","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",519000,"04012"
2002,13,"MARICOPA","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",1900000,"04013"
2002,13,"MARICOPA","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",36000,"04013"
2002,13,"MARICOPA","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",183000,"04013"
2002,13,"MARICOPA","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",1333000,"04013"
2002,NA,"OTHER (COMBINED) COUNTIES","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",49000,NA
2002,NA,"OTHER (COMBINED) COUNTIES","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",50000,NA
2002,NA,"OTHER (COMBINED) COUNTIES","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",87000,NA
2002,NA,"OTHER (COMBINED) COUNTIES","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",5026000,NA
2002,NA,"OTHER (COMBINED) COUNTIES","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",41000,NA
2002,NA,"OTHER (COMBINED) COUNTIES","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",388000,NA
2002,19,"PIMA","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",133000,"04019"
2002,19,"PIMA","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",495000,"04019"
2002,21,"PINAL","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",2100000,"04021"
2002,21,"PINAL","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",158400,"04021"
2002,21,"PINAL","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",150000,"04021"
2002,21,"PINAL","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",2250000,"04021"
2002,27,"YUMA","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",369000,"04027"
2002,27,"YUMA","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",4378000,"04027"
2002,27,"YUMA","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",4272000,"04027"
2002,27,"YUMA","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",106000,"04027"
2001,NA,"OTHER (COMBINED) COUNTIES","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",1e+05,NA
2001,NA,"OTHER (COMBINED) COUNTIES","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",35500,NA
2001,NA,"OTHER (COMBINED) COUNTIES","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",25500,NA
2001,NA,"OTHER (COMBINED) COUNTIES","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",10000,NA
2001,3,"COCHISE","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",410000,"04003"
2001,3,"COCHISE","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",4571000,"04003"
2001,9,"GRAHAM","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",115000,"04009"
2001,9,"GRAHAM","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",212000,"04009"
2001,12,"LAPAZ","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",700300,"04012"
2001,12,"LAPAZ","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",490500,"04012"
2001,12,"LAPAZ","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",209800,"04012"
2001,13,"MARICOPA","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",1300000,"04013"
2001,13,"MARICOPA","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",195000,"04013"
2001,13,"MARICOPA","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",1899200,"04013"
2001,13,"MARICOPA","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",1780200,"04013"
2001,13,"MARICOPA","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",119000,"04013"
2001,NA,"OTHER (COMBINED) COUNTIES","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",21000,NA
2001,NA,"OTHER (COMBINED) COUNTIES","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",17000,NA
2001,NA,"OTHER (COMBINED) COUNTIES","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",193000,NA
2001,NA,"OTHER (COMBINED) COUNTIES","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",83700,NA
2001,NA,"OTHER (COMBINED) COUNTIES","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",2132500,NA
2001,NA,"OTHER (COMBINED) COUNTIES","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",99200,NA
2001,19,"PIMA","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",160000,"04019"
2001,19,"PIMA","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",127000,"04019"
2001,19,"PIMA","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",356400,"04019"
2001,21,"PINAL","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",2155000,"04021"
2001,21,"PINAL","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",1e+05,"04021"
2001,21,"PINAL","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",160000,"04021"
2001,21,"PINAL","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",1791600,"04021"
2001,27,"YUMA","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",2e+05,"04027"
2001,27,"YUMA","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",629000,"04027"
2001,27,"YUMA","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",3650300,"04027"
2001,27,"YUMA","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",3488300,"04027"
2001,27,"YUMA","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",162000,"04027"
2000,NA,"OTHER (COMBINED) COUNTIES","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",8400,NA
2000,NA,"OTHER (COMBINED) COUNTIES","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",120000,NA
2000,NA,"OTHER (COMBINED) COUNTIES","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",41200,NA
2000,NA,"OTHER (COMBINED) COUNTIES","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",23200,NA
2000,NA,"OTHER (COMBINED) COUNTIES","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",18000,NA
2000,3,"COCHISE","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",491000,"04003"
2000,3,"COCHISE","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",5056000,"04003"
2000,3,"COCHISE","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",102000,"04003"
2000,3,"COCHISE","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",107000,"04003"
2000,9,"GRAHAM","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",120000,"04009"
2000,9,"GRAHAM","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",242000,"04009"
2000,12,"LAPAZ","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",785500,"04012"
2000,12,"LAPAZ","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",615000,"04012"
2000,12,"LAPAZ","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",170500,"04012"
2000,13,"MARICOPA","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",1280000,"04013"
2000,13,"MARICOPA","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",106000,"04013"
2000,13,"MARICOPA","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",185000,"04013"
2000,13,"MARICOPA","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",1622000,"04013"
2000,13,"MARICOPA","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",1440000,"04013"
2000,13,"MARICOPA","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",182000,"04013"
2000,NA,"OTHER (COMBINED) COUNTIES","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",34600,NA
2000,NA,"OTHER (COMBINED) COUNTIES","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",54000,NA
2000,NA,"OTHER (COMBINED) COUNTIES","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",56000,NA
2000,NA,"OTHER (COMBINED) COUNTIES","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",35800,NA
2000,NA,"OTHER (COMBINED) COUNTIES","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",73800,NA
2000,NA,"OTHER (COMBINED) COUNTIES","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",149000,NA
2000,19,"PIMA","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",115000,"04019"
2000,19,"PIMA","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",329000,"04019"
2000,19,"PIMA","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",320000,"04019"
2000,21,"PINAL","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",1942000,"04021"
2000,21,"PINAL","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",90000,"04021"
2000,21,"PINAL","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",287000,"04021"
2000,21,"PINAL","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",1751000,"04021"
2000,21,"PINAL","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",1680000,"04021"
2000,27,"YUMA","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",113000,"04027"
2000,27,"YUMA","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",8e+05,"04027"
2000,27,"YUMA","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",90000,"04027"
2000,27,"YUMA","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",4103500,"04027"
2000,27,"YUMA","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",3923000,"04027"
2000,27,"YUMA","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",180500,"04027"
1999,13,"MARICOPA","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",2576000,"04013"
1999,13,"MARICOPA","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",160000,"04013"
1999,13,"MARICOPA","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",1400100,"04013"
1999,13,"MARICOPA","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",1188000,"04013"
1999,13,"MARICOPA","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",212100,"04013"
1999,21,"PINAL","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",3151000,"04021"
1999,21,"PINAL","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",540000,"04021"
1999,21,"PINAL","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",1671300,"04021"
1999,21,"PINAL","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",1558000,"04021"
1999,21,"PINAL","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",113300,"04021"
1999,NA,"OTHER (COMBINED) COUNTIES","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",147000,NA
1999,3,"COCHISE","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",420000,"04003"
1999,3,"COCHISE","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",3562000,"04003"
1999,3,"COCHISE","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",107700,"04003"
1999,9,"GRAHAM","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",275000,"04009"
1999,9,"GRAHAM","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",755000,"04009"
1999,NA,"OTHER (COMBINED) COUNTIES","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",27000,NA
1999,NA,"OTHER (COMBINED) COUNTIES","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",33000,NA
1999,NA,"OTHER (COMBINED) COUNTIES","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",102500,NA
1999,NA,"OTHER (COMBINED) COUNTIES","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",604000,NA
1999,NA,"OTHER (COMBINED) COUNTIES","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",138600,NA
1999,19,"PIMA","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",176000,"04019"
1999,19,"PIMA","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",532400,"04019"
1999,12,"LAPAZ","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",912500,"04012"
1999,12,"LAPAZ","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",465600,"04012"
1999,12,"LAPAZ","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",446900,"04012"
1999,NA,"OTHER (COMBINED) COUNTIES","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",99000,NA
1999,NA,"OTHER (COMBINED) COUNTIES","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",38000,NA
1999,27,"YUMA","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",333500,"04027"
1999,27,"YUMA","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",615000,"04027"
1999,27,"YUMA","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",3598500,"04027"
1999,27,"YUMA","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",3459400,"04027"
1999,27,"YUMA","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",139100,"04027"
1998,13,"MARICOPA","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",2112700,"04013"
1998,13,"MARICOPA","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",198900,"04013"
1998,13,"MARICOPA","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",4631000,"04013"
1998,13,"MARICOPA","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",4361500,"04013"
1998,13,"MARICOPA","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",269500,"04013"
1998,21,"PINAL","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",2869800,"04021"
1998,21,"PINAL","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",510000,"04021"
1998,21,"PINAL","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",4228600,"04021"
1998,21,"PINAL","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",4131800,"04021"
1998,21,"PINAL","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",96800,"04021"
1998,NA,"OTHER (COMBINED) COUNTIES","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",150500,NA
1998,3,"COCHISE","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",343600,"04003"
1998,3,"COCHISE","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",2869000,"04003"
1998,9,"GRAHAM","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",257500,"04009"
1998,9,"GRAHAM","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",639600,"04009"
1998,11,"GREENLEE","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",99000,"04011"
1998,NA,"OTHER (COMBINED) COUNTIES","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",5500,NA
1998,NA,"OTHER (COMBINED) COUNTIES","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",28800,NA
1998,19,"PIMA","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",132500,"04019"
1998,12,"LAPAZ","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",1295500,"04012"
1998,12,"LAPAZ","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",1147000,"04012"
1998,12,"LAPAZ","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",148500,"04012"
1998,NA,"OTHER (COMBINED) COUNTIES","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",69000,NA
1998,NA,"OTHER (COMBINED) COUNTIES","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",71200,NA
1998,27,"YUMA","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",242900,"04027"
1998,27,"YUMA","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",782000,"04027"
1998,27,"YUMA","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",4993600,"04027"
1998,27,"YUMA","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",4804600,"04027"
1998,27,"YUMA","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",189000,"04027"
1997,13,"MARICOPA","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",2483200,"04013"
1997,13,"MARICOPA","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",664400,"04013"
1997,13,"MARICOPA","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",2599700,"04013"
1997,13,"MARICOPA","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",2309200,"04013"
1997,13,"MARICOPA","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",290500,"04013"
1997,21,"PINAL","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",3130400,"04021"
1997,21,"PINAL","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",480000,"04021"
1997,21,"PINAL","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",2225200,"04021"
1997,21,"PINAL","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",2128000,"04021"
1997,21,"PINAL","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",97200,"04021"
1997,NA,"OTHER (COMBINED) COUNTIES","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",165100,NA
1997,3,"COCHISE","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",272500,"04003"
1997,3,"COCHISE","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",3496500,"04003"
1997,9,"GRAHAM","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",226100,"04009"
1997,9,"GRAHAM","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",598600,"04009"
1997,11,"GREENLEE","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",182400,"04011"
1997,11,"GREENLEE","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",49200,"04011"
1997,NA,"OTHER (COMBINED) COUNTIES","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",10900,NA
1997,NA,"OTHER (COMBINED) COUNTIES","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",40000,NA
1997,NA,"OTHER (COMBINED) COUNTIES","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",267700,NA
1997,19,"PIMA","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",138600,"04019"
1997,19,"PIMA","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",114300,"04019"
1997,19,"PIMA","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",246900,"04019"
1997,12,"LAPAZ","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",573300,"04012"
1997,12,"LAPAZ","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",409500,"04012"
1997,12,"LAPAZ","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",163800,"04012"
1997,NA,"OTHER (COMBINED) COUNTIES","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",50000,NA
1997,NA,"OTHER (COMBINED) COUNTIES","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",30800,NA
1997,27,"YUMA","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",339900,"04027"
1997,27,"YUMA","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",1001100,"04027"
1997,27,"YUMA","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",3057800,"04027"
1997,27,"YUMA","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",2890600,"04027"
1997,27,"YUMA","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",167200,"04027"
1996,13,"MARICOPA","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",1837000,"04013"
1996,13,"MARICOPA","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",1254000,"04013"
1996,13,"MARICOPA","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",4630000,"04013"
1996,13,"MARICOPA","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",4225000,"04013"
1996,13,"MARICOPA","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",405000,"04013"
1996,21,"PINAL","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",2810000,"04021"
1996,21,"PINAL","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",552000,"04021"
1996,21,"PINAL","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",4675000,"04021"
1996,21,"PINAL","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",4485000,"04021"
1996,21,"PINAL","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",190000,"04021"
1996,NA,"OTHER (COMBINED) COUNTIES","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",118000,NA
1996,3,"COCHISE","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",5e+05,"04003"
1996,3,"COCHISE","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",3325000,"04003"
1996,3,"COCHISE","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",95000,"04003"
1996,9,"GRAHAM","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",168000,"04009"
1996,9,"GRAHAM","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",484000,"04009"
1996,9,"GRAHAM","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",142000,"04009"
1996,11,"GREENLEE","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",112000,"04011"
1996,NA,"OTHER (COMBINED) COUNTIES","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",7000,NA
1996,NA,"OTHER (COMBINED) COUNTIES","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",48000,NA
1996,NA,"OTHER (COMBINED) COUNTIES","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",205000,NA
1996,NA,"OTHER (COMBINED) COUNTIES","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",32000,NA
1996,19,"PIMA","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",98000,"04019"
1996,19,"PIMA","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",585000,"04019"
1996,19,"PIMA","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",495000,"04019"
1996,19,"PIMA","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",90000,"04019"
1996,12,"LAPAZ","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",150000,"04012"
1996,12,"LAPAZ","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",963000,"04012"
1996,12,"LAPAZ","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",650000,"04012"
1996,12,"LAPAZ","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",313000,"04012"
1996,NA,"OTHER (COMBINED) COUNTIES","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",250000,NA
1996,27,"YUMA","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",957000,"04027"
1996,27,"YUMA","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",5e+06,"04027"
1996,27,"YUMA","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",4700000,"04027"
1996,27,"YUMA","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",3e+05,"04027"
1995,13,"MARICOPA","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",785000,"04013"
